location_id,valid_time,O3,NO2,PM10,PM2.5
CR001,2024-06-02T15:00,53.310,2.827,10.251,7.161
CR001,2024-06-02T18:00,73.489,1.949,12.935,9.029
CR001,2024-06-02T21:00,52.592,5.068,12.544,8.755
CR001,2024-06-03T00:00,37.207,13.314,15.649,10.932
CR001,2024-06-03T03:00,18.549,14.803,22.876,15.996
CR001,2024-06-03T06:00,15.374,12.936,25.749,18.008
CR001,2024-06-03T09:00,19.656,8.377,22.625,15.818
CR001,2024-06-03T12:00,26.479,8.340,14.155,9.887
CR001,2024-06-03T15:00,60.689,4.321,12.087,8.437
CR001,2024-06-03T18:00,53.853,2.744,8.307,5.761
CR001,2024-06-03T21:00,45.567,5.254,8.751,6.100
CR001,2024-06-04T00:00,23.706,12.180,7.407,5.167
CR001,2024-06-04T03:00,6.266,15.809,8.324,5.809
CR001,2024-06-04T06:00,3.608,13.050,11.172,7.799
CR001,2024-06-04T09:00,4.539,8.722,11.879,8.292
CR001,2024-06-04T12:00,10.917,8.059,12.565,8.764
CU001,2024-05-30T12:00,41.518,2.261,6.928,4.216
CU001,2024-05-30T15:00,66.997,1.061,7.681,4.684
CU001,2024-05-30T18:00,74.302,0.708,8.493,5.004
CU001,2024-05-30T21:00,74.004,0.831,9.179,5.301
CU001,2024-05-31T00:00,60.627,1.632,7.352,4.055
CU001,2024-05-31T03:00,53.409,2.038,6.364,3.636
CU001,2024-05-31T06:00,49.799,1.827,6.772,3.886
CU001,2024-05-31T09:00,47.958,1.992,8.068,4.581
CU001,2024-05-31T12:00,56.045,1.989,10.683,5.971
CU001,2024-05-31T15:00,71.339,0.858,10.835,6.029
CU001,2024-05-31T18:00,73.027,0.641,11.996,6.606
CU001,2024-05-31T21:00,79.488,0.753,12.816,6.856
CU001,2024-06-01T00:00,88.913,1.445,11.934,6.281
CU001,2024-06-01T03:00,96.136,1.537,10.766,5.642
CU001,2024-06-01T06:00,104.414,1.297,10.661,5.520
CU001,2024-06-01T09:00,107.737,1.248,13.224,6.933
CU001,2024-06-01T12:00,109.706,1.314,15.545,8.321
CU001,2024-06-01T15:00,114.672,0.684,16.872,9.139
CU001,2024-06-01T18:00,111.286,0.512,15.687,8.564
CU001,2024-06-01T21:00,105.982,0.620,14.996,8.135
CU001,2024-06-02T00:00,100.153,1.385,13.727,7.392
CU001,2024-06-02T03:00,96.134,1.433,10.999,5.901
CU001,2024-06-02T06:00,86.845,1.379,8.955,4.836
CU001,2024-06-02T09:00,77.733,1.516,10.069,5.491
CU001,2024-06-02T12:00,76.328,1.741,10.896,6.060
CU001,2024-06-02T15:00,87.381,0.771,9.444,5.293
CU001,2024-06-02T18:00,85.207,0.599,9.134,5.211
CU001,2024-06-02T21:00,79.846,0.783,8.778,5.036
CU001,2024-06-03T00:00,70.164,1.652,8.839,5.051
CU001,2024-06-03T03:00,63.814,1.621,7.882,4.532
CU001,2024-06-03T06:00,53.664,2.119,5.116,3.161
CU001,2024-06-03T09:00,46.194,2.558,4.773,3.028
CU001,2024-06-03T12:00,46.731,2.387,4.177,2.696
CU001,2024-06-03T15:00,60.718,1.094,4.650,3.091
CU001,2024-06-03T18:00,63.147,0.935,6.915,4.212
CU001,2024-06-03T21:00,62.120,1.041,8.310,4.958
CU001,2024-06-04T00:00,55.503,1.858,6.706,3.836
CU001,2024-06-04T03:00,46.108,2.351,5.071,3.012
CU001,2024-06-04T06:00,43.025,2.514,4.048,2.788
CU001,2024-06-04T09:00,40.181,3.168,5.638,3.917
CU001,2024-06-04T12:00,45.587,3.137,6.520,4.530
CZ001,2024-05-30T12:00,62.850,3.260,13.831,9.590
CZ001,2024-05-30T15:00,74.693,2.286,11.754,8.115
CZ001,2024-05-30T18:00,62.913,7.437,14.384,9.932
CZ001,2024-05-30T21:00,29.639,27.098,26.614,18.501
CZ001,2024-05-31T00:00,16.723,26.941,25.824,17.960
CZ001,2024-05-31T03:00,15.821,17.584,21.394,14.932
CZ001,2024-05-31T06:00,39.299,9.884,19.987,13.901
CZ001,2024-05-31T09:00,72.746,4.806,18.429,12.754
CZ001,2024-05-31T12:00,83.530,2.456,16.106,11.124
CZ001,2024-05-31T15:00,75.335,4.550,19.023,13.148
CZ001,2024-05-31T18:00,61.306,8.858,19.749,13.905
CZ001,2024-05-31T21:00,57.566,9.950,21.447,15.257
CZ001,2024-06-01T00:00,58.757,6.233,18.770,13.518
CZ001,2024-06-01T03:00,60.836,4.830,17.279,12.444
CZ001,2024-06-01T06:00,67.441,4.394,13.807,9.876
CZ001,2024-06-01T09:00,69.510,3.861,8.659,6.217
CZ001,2024-06-01T12:00,67.518,4.234,12.591,9.049
CZ001,2024-06-01T15:00,76.472,4.230,11.880,8.506
CZ001,2024-06-01T18:00,58.627,10.100,15.804,11.369
CZ001,2024-06-01T21:00,59.238,9.931,18.437,13.416
CZ001,2024-06-02T00:00,72.589,4.688,12.843,9.455
CZ001,2024-06-02T03:00,65.186,4.225,7.881,5.751
CZ001,2024-06-02T06:00,64.457,3.969,14.313,9.580
CZ001,2024-06-02T09:00,75.498,3.131,21.266,13.929
CZ001,2024-06-02T12:00,82.884,2.376,19.644,13.032
CZ001,2024-06-02T15:00,75.759,3.745,17.819,12.173
CZ001,2024-06-02T18:00,61.715,7.705,14.279,9.877
CZ001,2024-06-02T21:00,42.096,14.113,17.020,11.841
CZ001,2024-06-03T00:00,45.687,9.409,15.693,10.854
CZ001,2024-06-03T03:00,50.706,6.860,14.806,10.095
CZ001,2024-06-03T06:00,64.864,4.752,14.099,9.457
CZ001,2024-06-03T09:00,77.636,3.595,16.330,10.910
CZ001,2024-06-03T12:00,98.080,2.051,16.320,10.941
CZ001,2024-06-03T15:00,103.094,2.166,14.897,10.138
CZ001,2024-06-03T18:00,81.380,6.592,14.680,10.041
CZ001,2024-06-03T21:00,56.260,12.436,15.805,10.861
CZ001,2024-06-04T00:00,48.631,10.689,13.302,9.126
CZ001,2024-06-04T03:00,40.353,9.728,12.374,8.487
CZ001,2024-06-04T06:00,52.013,6.264,12.844,8.762
CZ001,2024-06-04T09:00,83.128,2.714,12.007,8.154
CZ001,2024-06-04T12:00,91.283,2.130,13.797,9.406
DE001,2024-05-30T12:00,62.392,1.989,11.537,7.842
DE001,2024-05-30T15:00,62.269,1.685,11.337,7.763
DE001,2024-05-30T18:00,47.058,5.780,12.453,8.597
DE001,2024-05-30T21:00,39.942,6.424,10.999,7.649
DE001,2024-05-31T00:00,48.071,3.898,7.706,5.396
DE001,2024-05-31T03:00,55.159,3.278,8.104,5.638
DE001,2024-05-31T06:00,55.752,3.350,6.564,4.644
DE001,2024-05-31T09:00,52.684,3.899,3.953,2.808
DE001,2024-05-31T12:00,50.504,3.497,3.110,2.194
DE001,2024-05-31T15:00,46.200,4.682,6.632,4.700
DE001,2024-05-31T18:00,54.468,5.214,7.436,5.266
DE001,2024-05-31T21:00,71.383,4.375,11.304,7.990
DE001,2024-06-01T00:00,71.268,3.517,9.563,6.753
DE001,2024-06-01T03:00,73.751,2.517,6.248,4.416
DE001,2024-06-01T06:00,71.204,2.693,4.024,2.838
DE001,2024-06-01T09:00,66.718,3.243,1.911,1.340
DE001,2024-06-01T12:00,65.216,2.914,1.847,1.294
DE001,2024-06-01T15:00,65.423,3.460,3.217,2.255
DE001,2024-06-01T18:00,64.805,4.548,4.909,3.440
DE001,2024-06-01T21:00,70.325,3.976,4.897,3.430
DE001,2024-06-02T00:00,72.811,3.010,4.545,3.186
DE001,2024-06-02T03:00,73.638,2.578,4.579,3.210
DE001,2024-06-02T06:00,66.144,3.271,5.459,3.824
DE001,2024-06-02T09:00,73.363,2.833,5.588,3.913
DE001,2024-06-02T12:00,81.596,1.680,6.495,4.521
DE001,2024-06-02T15:00,81.006,1.853,7.389,5.151
DE001,2024-06-02T18:00,60.966,6.545,11.091,7.750
DE001,2024-06-02T21:00,53.056,7.673,11.774,8.288
DE001,2024-06-03T00:00,53.924,4.979,11.019,7.754
DE001,2024-06-03T03:00,55.506,3.480,8.963,6.331
DE001,2024-06-03T06:00,53.225,3.935,9.375,6.620
DE001,2024-06-03T09:00,75.077,2.824,13.259,8.887
DE001,2024-06-03T12:00,89.990,1.320,17.484,11.041
DE001,2024-06-03T15:00,93.282,1.308,17.440,10.992
DE001,2024-06-03T18:00,79.790,4.233,14.343,9.546
DE001,2024-06-03T21:00,63.416,7.873,14.355,9.843
DE001,2024-06-04T00:00,60.479,5.968,13.758,9.554
DE001,2024-06-04T03:00,49.607,5.935,14.223,9.886
DE001,2024-06-04T06:00,64.799,3.943,15.893,11.026
DE001,2024-06-04T09:00,91.666,2.057,17.039,11.729
DE001,2024-06-04T12:00,102.107,1.080,16.174,11.099
DE002,2024-05-30T12:00,54.655,4.104,15.776,10.871
DE002,2024-05-30T15:00,71.540,3.529,22.792,15.275
DE002,2024-05-30T18:00,68.515,7.091,21.259,14.264
DE002,2024-05-30T21:00,62.244,11.900,24.128,16.373
DE002,2024-05-31T00:00,44.818,13.152,23.648,16.449
DE002,2024-05-31T03:00,39.353,11.702,20.888,14.614
DE002,2024-05-31T06:00,54.276,7.750,20.131,13.811
DE002,2024-05-31T09:00,64.189,5.788,18.200,12.268
DE002,2024-05-31T12:00,82.011,3.167,16.623,11.204
DE002,2024-05-31T15:00,91.913,3.077,16.391,11.068
DE002,2024-05-31T18:00,72.678,8.272,17.772,12.053
DE002,2024-05-31T21:00,60.177,12.387,21.193,14.457
DE002,2024-06-01T00:00,57.271,9.706,19.119,13.089
DE002,2024-06-01T03:00,57.179,6.953,15.216,10.549
DE002,2024-06-01T06:00,61.178,5.540,12.761,8.865
DE002,2024-06-01T09:00,63.661,5.616,10.684,7.414
DE002,2024-06-01T12:00,72.496,4.292,12.017,8.415
DE002,2024-06-01T15:00,87.246,2.895,15.262,10.676
DE002,2024-06-01T18:00,71.404,7.244,19.388,13.527
DE002,2024-06-01T21:00,67.673,8.725,25.602,17.483
DE002,2024-06-02T00:00,57.302,8.531,27.066,18.650
DE002,2024-06-02T03:00,61.755,4.963,21.241,15.031
DE002,2024-06-02T06:00,58.129,4.781,17.337,12.177
DE002,2024-06-02T09:00,64.311,4.226,17.042,11.373
DE002,2024-06-02T12:00,76.515,2.719,18.448,12.025
DE002,2024-06-02T15:00,96.934,2.029,14.941,9.746
DE002,2024-06-02T18:00,90.443,4.579,15.900,10.780
DE002,2024-06-02T21:00,68.090,9.321,16.405,11.091
DE002,2024-06-03T00:00,56.485,9.057,15.776,10.371
DE002,2024-06-03T03:00,48.384,8.111,15.414,10.256
DE002,2024-06-03T06:00,66.303,5.077,16.346,11.022
DE002,2024-06-03T09:00,81.403,3.647,14.967,10.234
DE002,2024-06-03T12:00,86.969,2.528,14.113,9.635
DE002,2024-06-03T15:00,84.826,2.971,13.876,9.399
DE002,2024-06-03T18:00,61.550,7.920,14.754,9.926
DE002,2024-06-03T21:00,25.733,26.390,22.148,15.080
DE002,2024-06-04T00:00,12.981,29.398,24.368,16.615
DE002,2024-06-04T03:00,9.453,25.135,22.999,15.802
DE002,2024-06-04T06:00,24.004,15.237,24.527,16.838
DE002,2024-06-04T09:00,51.880,7.331,22.006,15.139
DE002,2024-06-04T12:00,72.717,3.642,19.539,13.458
DE003,2024-05-30T12:00,99.911,1.782,27.796,18.617
DE003,2024-05-30T15:00,96.415,2.717,27.323,18.270
DE003,2024-05-30T18:00,71.288,7.600,27.366,18.650
DE003,2024-05-30T21:00,54.074,11.307,26.664,18.517
DE003,2024-05-31T00:00,45.779,8.250,18.320,13.057
DE003,2024-05-31T03:00,38.654,7.439,13.422,9.586
DE003,2024-05-31T06:00,52.345,5.398,10.029,7.134
DE003,2024-05-31T09:00,69.709,3.695,7.933,5.581
DE003,2024-05-31T12:00,86.320,2.031,7.873,5.504
DE003,2024-05-31T15:00,94.255,2.041,8.801,6.105
DE003,2024-05-31T18:00,77.687,6.727,13.266,9.260
DE003,2024-05-31T21:00,59.237,8.423,22.373,15.858
DE003,2024-06-01T00:00,54.929,6.718,29.448,21.220
DE003,2024-06-01T03:00,43.629,6.318,32.025,23.424
DE003,2024-06-01T06:00,45.373,4.210,34.091,24.678
DE003,2024-06-01T09:00,81.280,2.395,21.411,15.004
DE003,2024-06-01T12:00,94.596,1.501,12.931,8.839
DE003,2024-06-01T15:00,89.673,2.568,12.687,8.776
DE003,2024-06-01T18:00,76.736,4.661,18.346,12.283
DE003,2024-06-01T21:00,61.821,7.096,23.541,15.582
DE003,2024-06-02T00:00,57.774,5.041,22.315,15.481
DE003,2024-06-02T03:00,61.652,3.752,25.499,17.893
DE003,2024-06-02T06:00,65.033,4.113,26.349,18.504
DE003,2024-06-02T09:00,67.636,3.406,21.435,14.762
DE003,2024-06-02T12:00,75.413,2.446,18.712,12.570
DE003,2024-06-02T15:00,78.697,2.491,16.313,11.223
DE003,2024-06-02T18:00,75.251,4.687,18.821,12.625
DE003,2024-06-02T21:00,72.804,5.585,14.891,9.827
DE003,2024-06-03T00:00,71.907,4.102,13.729,9.046
DE003,2024-06-03T03:00,77.317,3.656,12.312,7.961
DE003,2024-06-03T06:00,73.347,2.870,10.227,6.466
DE003,2024-06-03T09:00,72.720,2.392,8.377,5.455
DE003,2024-06-03T12:00,76.136,1.810,8.265,5.417
DE003,2024-06-03T15:00,71.547,2.593,9.074,5.983
DE003,2024-06-03T18:00,62.880,5.291,10.081,6.691
DE003,2024-06-03T21:00,45.946,10.029,11.757,7.875
DE003,2024-06-04T00:00,43.675,7.271,10.482,6.985
DE003,2024-06-04T03:00,37.163,6.729,9.208,6.203
DE003,2024-06-04T06:00,41.355,5.209,6.728,4.511
DE003,2024-06-04T09:00,53.014,3.233,5.859,3.952
DE003,2024-06-04T12:00,66.318,2.256,7.629,5.198
DK001,2024-05-30T12:00,84.778,3.989,18.519,12.533
DK001,2024-05-30T15:00,91.326,8.089,25.738,17.434
DK001,2024-05-30T18:00,82.897,13.173,26.322,17.808
DK001,2024-05-30T21:00,73.267,12.367,22.548,15.076
DK001,2024-05-31T00:00,73.928,6.470,20.794,13.322
DK001,2024-05-31T03:00,76.686,3.874,24.256,14.564
DK001,2024-05-31T06:00,75.518,4.623,27.721,15.590
DK001,2024-05-31T09:00,87.219,4.492,35.213,18.486
DK001,2024-05-31T12:00,98.783,4.036,37.712,22.563
DK001,2024-05-31T15:00,95.682,6.949,39.775,25.107
DK001,2024-05-31T18:00,74.077,13.908,35.329,23.147
DK001,2024-05-31T21:00,58.208,13.032,30.518,19.820
DK001,2024-06-01T00:00,49.435,10.014,27.386,16.994
DK001,2024-06-01T03:00,41.501,9.263,24.434,15.735
DK001,2024-06-01T06:00,42.860,8.485,22.916,15.686
DK001,2024-06-01T09:00,75.665,7.236,26.174,18.083
DK001,2024-06-01T12:00,98.356,5.787,28.908,19.707
DK001,2024-06-01T15:00,75.973,9.794,25.188,16.804
DK001,2024-06-01T18:00,62.054,13.241,23.013,15.516
DK001,2024-06-01T21:00,49.389,14.487,19.896,13.720
DK001,2024-06-02T00:00,40.103,12.650,17.774,12.449
DK001,2024-06-02T03:00,36.674,11.151,16.145,11.358
DK001,2024-06-02T06:00,53.897,10.354,17.036,11.772
DK001,2024-06-02T09:00,80.484,6.591,22.140,14.681
DK001,2024-06-02T12:00,100.707,3.400,25.098,16.165
DK001,2024-06-02T15:00,98.614,3.314,22.441,14.139
DK001,2024-06-02T18:00,80.667,7.993,17.157,11.056
DK001,2024-06-02T21:00,73.807,6.310,13.296,8.707
DK001,2024-06-03T00:00,74.401,4.331,11.148,7.289
DK001,2024-06-03T03:00,68.938,2.952,7.337,4.763
DK001,2024-06-03T06:00,65.296,1.993,4.920,3.111
DK001,2024-06-03T09:00,66.150,1.697,5.628,3.629
DK001,2024-06-03T12:00,66.168,1.317,4.637,3.060
DK001,2024-06-03T15:00,61.264,2.175,6.122,4.085
DK001,2024-06-03T18:00,57.149,3.327,4.061,2.758
DK001,2024-06-03T21:00,79.377,2.761,7.357,4.681
DK001,2024-06-04T00:00,83.575,1.688,12.531,7.240
DK001,2024-06-04T03:00,84.223,1.761,11.949,6.902
DK001,2024-06-04T06:00,85.028,1.889,12.588,7.216
DK001,2024-06-04T09:00,89.792,1.732,9.871,5.815
DK001,2024-06-04T12:00,93.249,1.657,8.971,5.536
DO001,2024-05-30T12:00,39.778,4.950,12.117,8.016
DO001,2024-05-30T15:00,69.390,3.791,15.490,9.960
DO001,2024-05-30T18:00,79.566,2.715,22.682,12.598
DO001,2024-05-30T21:00,59.464,6.259,27.372,14.934
DO001,2024-05-31T00:00,40.194,11.755,23.031,13.890
DO001,2024-05-31T03:00,28.890,12.619,18.381,12.202
DO001,2024-05-31T06:00,20.416,15.077,18.169,12.147
DO001,2024-05-31T09:00,19.702,13.454,16.397,10.760
DO001,2024-05-31T12:00,38.502,8.133,17.355,10.244
DO001,2024-05-31T15:00,64.452,3.615,21.159,11.749
DO001,2024-05-31T18:00,75.617,2.514,30.173,14.809
DO001,2024-05-31T21:00,63.593,3.955,44.382,20.017
DO001,2024-06-01T00:00,37.394,9.672,43.390,21.436
DO001,2024-06-01T03:00,25.924,14.132,41.603,21.630
DO001,2024-06-01T06:00,28.837,10.563,35.406,18.535
DO001,2024-06-01T09:00,22.527,12.074,25.613,14.042
DO001,2024-06-01T12:00,33.337,7.966,18.797,10.440
DO001,2024-06-01T15:00,54.000,5.568,20.196,11.320
DO001,2024-06-01T18:00,72.528,3.913,27.716,14.890
DO001,2024-06-01T21:00,58.124,6.740,30.945,16.474
DO001,2024-06-02T00:00,35.243,12.723,28.849,16.437
DO001,2024-06-02T03:00,26.322,13.544,26.412,15.849
DO001,2024-06-02T06:00,33.156,7.820,19.695,11.967
DO001,2024-06-02T09:00,28.444,9.269,15.373,9.691
DO001,2024-06-02T12:00,39.465,7.534,18.229,11.369
DO001,2024-06-02T15:00,62.901,5.329,24.568,14.546
DO001,2024-06-02T18:00,82.099,3.560,35.467,19.293
DO001,2024-06-02T21:00,60.229,5.762,31.762,18.972
DO001,2024-06-03T00:00,37.033,9.008,22.421,15.005
DO001,2024-06-03T03:00,27.240,8.255,21.261,13.336
DO001,2024-06-03T06:00,27.213,6.466,20.440,12.323
DO001,2024-06-03T09:00,22.876,8.178,15.814,10.132
DO001,2024-06-03T12:00,29.104,9.670,16.228,10.757
DO001,2024-06-03T15:00,73.647,4.870,17.689,11.751
DO001,2024-06-03T18:00,65.154,2.744,14.259,8.164
DO001,2024-06-03T21:00,59.957,6.867,15.742,9.120
DO001,2024-06-04T00:00,39.502,9.506,12.107,7.214
DO001,2024-06-04T03:00,31.347,10.734,9.197,5.827
DO001,2024-06-04T06:00,28.471,10.718,6.779,4.302
DO001,2024-06-04T09:00,23.186,11.386,6.613,4.210
DO001,2024-06-04T12:00,29.028,8.623,9.575,5.762
DZ001,2024-05-30T12:00,120.166,2.374,16.144,8.263
DZ001,2024-05-30T15:00,122.473,2.056,18.663,9.911
DZ001,2024-05-30T18:00,98.387,6.707,18.268,9.997
DZ001,2024-05-30T21:00,54.979,27.341,20.123,11.996
DZ001,2024-05-31T00:00,37.418,29.534,21.967,13.364
DZ001,2024-05-31T03:00,38.677,20.536,20.796,12.240
DZ001,2024-05-31T06:00,53.825,13.555,24.943,13.905
DZ001,2024-05-31T09:00,87.631,4.470,25.887,12.896
DZ001,2024-05-31T12:00,100.649,1.315,28.491,14.023
DZ001,2024-05-31T15:00,97.117,1.496,24.707,12.718
DZ001,2024-05-31T18:00,88.572,3.496,22.451,11.889
DZ001,2024-05-31T21:00,78.787,5.360,22.296,11.923
DZ001,2024-06-01T00:00,74.386,4.990,21.114,11.362
DZ001,2024-06-01T03:00,74.409,3.561,20.379,10.853
DZ001,2024-06-01T06:00,77.889,3.296,19.233,10.168
DZ001,2024-06-01T09:00,91.321,2.233,21.917,9.965
DZ001,2024-06-01T12:00,104.332,1.255,24.978,11.290
DZ001,2024-06-01T15:00,104.757,1.502,23.981,11.061
DZ001,2024-06-01T18:00,92.707,3.421,21.258,10.583
DZ001,2024-06-01T21:00,76.634,5.204,21.154,10.871
DZ001,2024-06-02T00:00,72.273,4.229,19.537,10.003
DZ001,2024-06-02T03:00,74.631,2.815,19.775,9.996
DZ001,2024-06-02T06:00,82.738,2.525,19.262,9.619
DZ001,2024-06-02T09:00,91.861,1.948,20.363,8.968
DZ001,2024-06-02T12:00,102.664,1.062,22.774,10.222
DZ001,2024-06-02T15:00,101.564,1.281,23.174,10.187
DZ001,2024-06-02T18:00,92.686,2.886,19.621,9.335
DZ001,2024-06-02T21:00,78.974,5.088,16.978,8.544
DZ001,2024-06-03T00:00,69.462,5.730,16.035,8.139
DZ001,2024-06-03T03:00,65.447,5.187,14.602,7.396
DZ001,2024-06-03T06:00,60.779,6.555,15.861,7.784
DZ001,2024-06-03T09:00,91.371,2.444,16.384,7.450
DZ001,2024-06-03T12:00,106.687,1.214,14.144,7.025
DZ001,2024-06-03T15:00,108.936,1.450,14.846,7.504
DZ001,2024-06-03T18:00,98.807,3.215,16.208,8.291
DZ001,2024-06-03T21:00,76.406,7.548,15.172,7.966
DZ001,2024-06-04T00:00,55.936,15.156,15.612,8.667
DZ001,2024-06-04T03:00,45.659,14.343,14.572,8.242
DZ001,2024-06-04T06:00,40.321,9.982,14.660,8.479
DZ001,2024-06-04T09:00,91.807,3.558,13.437,7.230
DZ001,2024-06-04T12:00,109.227,1.510,15.677,7.757
EC001,2024-05-30T12:00,7.313,4.253,12.745,8.936
EC001,2024-05-30T15:00,30.483,2.524,9.057,6.326
EC001,2024-05-30T18:00,38.599,1.629,8.806,6.110
EC001,2024-05-30T21:00,34.485,3.351,9.671,6.726
EC001,2024-05-31T00:00,22.914,7.621,10.736,7.483
EC001,2024-05-31T03:00,16.450,4.560,8.494,5.910
EC001,2024-05-31T06:00,13.924,3.070,6.147,4.255
EC001,2024-05-31T09:00,10.893,1.915,4.630,3.223
EC001,2024-05-31T12:00,8.988,3.030,7.231,5.060
EC001,2024-05-31T15:00,31.885,2.248,4.606,3.218
EC001,2024-05-31T18:00,36.098,1.162,4.446,3.092
EC001,2024-05-31T21:00,31.511,2.232,4.729,3.288
EC001,2024-06-01T00:00,16.642,8.118,7.503,5.242
EC001,2024-06-01T03:00,13.916,4.922,6.086,4.244
EC001,2024-06-01T06:00,11.453,4.068,4.313,3.020
EC001,2024-06-01T09:00,11.902,3.539,4.406,3.085
EC001,2024-06-01T12:00,12.078,3.485,8.847,6.194
EC001,2024-06-01T15:00,33.550,2.127,4.867,3.403
EC001,2024-06-01T18:00,38.303,1.034,3.841,2.666
EC001,2024-06-01T21:00,32.161,1.722,3.756,2.607
EC001,2024-06-02T00:00,18.714,8.659,7.479,5.227
EC001,2024-06-02T03:00,17.296,5.754,6.928,4.838
EC001,2024-06-02T06:00,14.122,5.114,5.165,3.616
EC001,2024-06-02T09:00,14.534,4.265,4.640,3.248
EC001,2024-06-02T12:00,14.441,4.407,8.691,6.084
EC001,2024-06-02T15:00,38.258,2.390,5.141,3.587
EC001,2024-06-02T18:00,43.665,1.196,5.229,3.632
EC001,2024-06-02T21:00,40.800,2.584,5.417,3.770
EC001,2024-06-03T00:00,21.154,11.922,7.287,5.080
EC001,2024-06-03T03:00,13.098,8.621,8.236,5.746
EC001,2024-06-03T06:00,10.807,5.982,5.690,3.982
EC001,2024-06-03T09:00,11.077,5.566,5.964,4.171
EC001,2024-06-03T12:00,12.033,4.788,7.620,5.333
EC001,2024-06-03T15:00,38.086,2.043,5.238,3.641
EC001,2024-06-03T18:00,40.917,1.008,4.508,3.127
EC001,2024-06-03T21:00,36.103,1.829,4.342,3.015
EC001,2024-06-04T00:00,23.761,9.183,6.861,4.780
EC001,2024-06-04T03:00,21.594,5.472,6.725,4.683
EC001,2024-06-04T06:00,17.781,4.448,4.669,3.255
EC001,2024-06-04T09:00,16.870,3.498,3.674,2.564
EC001,2024-06-04T12:00,15.381,3.874,5.200,3.634
EC002,2024-05-30T12:00,40.465,5.451,15.254,9.628
EC002,2024-05-30T15:00,60.432,3.317,18.837,11.780
EC002,2024-05-30T18:00,86.222,1.762,19.779,12.378
EC002,2024-05-30T21:00,83.027,2.859,20.503,12.740
EC002,2024-05-31T00:00,58.897,11.478,22.076,13.773
EC002,2024-05-31T03:00,50.356,7.577,16.225,9.743
EC002,2024-05-31T06:00,49.284,4.614,12.587,7.393
EC002,2024-05-31T09:00,48.401,3.309,11.364,6.717
EC002,2024-05-31T12:00,43.522,5.234,11.727,7.160
EC002,2024-05-31T15:00,65.685,3.636,15.015,9.379
EC002,2024-05-31T18:00,89.102,2.137,17.619,11.305
EC002,2024-05-31T21:00,89.022,2.983,17.529,11.307
EC002,2024-06-01T00:00,65.176,11.712,20.278,13.090
EC002,2024-06-01T03:00,57.723,5.569,15.091,9.011
EC002,2024-06-01T06:00,54.467,3.623,13.885,8.200
EC002,2024-06-01T09:00,52.739,2.880,14.388,8.558
EC002,2024-06-01T12:00,47.969,4.491,16.292,9.836
EC002,2024-06-01T15:00,59.481,3.189,17.055,10.358
EC002,2024-06-01T18:00,78.402,1.826,18.646,11.500
EC002,2024-06-01T21:00,83.379,2.711,18.080,11.174
EC002,2024-06-02T00:00,58.934,14.781,21.659,13.811
EC002,2024-06-02T03:00,53.146,6.916,15.523,9.210
EC002,2024-06-02T06:00,53.743,3.599,13.769,8.047
EC002,2024-06-02T09:00,52.370,2.751,14.121,8.250
EC002,2024-06-02T12:00,45.101,6.085,15.313,9.133
EC002,2024-06-02T15:00,67.488,2.598,13.955,8.095
EC002,2024-06-02T18:00,83.470,1.491,13.743,8.138
EC002,2024-06-02T21:00,81.875,2.530,14.186,8.371
EC002,2024-06-03T00:00,57.151,9.895,15.143,9.049
EC002,2024-06-03T03:00,51.341,6.604,13.502,7.928
EC002,2024-06-03T06:00,48.946,5.095,13.350,7.903
EC002,2024-06-03T09:00,44.470,4.200,12.782,7.856
EC002,2024-06-03T12:00,39.438,6.375,13.656,8.590
EC002,2024-06-03T15:00,62.650,3.174,13.487,8.232
EC002,2024-06-03T18:00,83.640,1.515,13.321,8.074
EC002,2024-06-03T21:00,78.409,2.480,13.774,8.238
EC002,2024-06-04T00:00,54.534,8.413,14.530,8.780
EC002,2024-06-04T03:00,49.329,5.555,13.285,8.028
EC002,2024-06-04T06:00,44.576,4.758,13.383,8.172
EC002,2024-06-04T09:00,41.516,3.944,14.244,8.724
EC002,2024-06-04T12:00,37.606,6.794,15.557,9.752
EG001,2024-05-30T12:00,129.893,6.709,28.686,16.516
EG001,2024-05-30T15:00,130.632,9.128,32.368,16.934
EG001,2024-05-30T18:00,88.870,25.994,42.266,24.060
EG001,2024-05-30T21:00,67.407,19.504,23.949,14.242
EG001,2024-05-31T00:00,52.683,16.370,21.942,12.253
EG001,2024-05-31T03:00,31.007,23.235,25.763,15.116
EG001,2024-05-31T06:00,77.844,20.633,28.603,16.826
EG001,2024-05-31T09:00,104.982,11.238,31.560,12.942
EG001,2024-05-31T12:00,110.811,5.203,47.629,14.727
EG001,2024-05-31T15:00,111.058,7.089,46.563,15.818
EG001,2024-05-31T18:00,75.835,24.478,36.511,18.334
EG001,2024-05-31T21:00,80.785,17.217,38.984,22.428
EG001,2024-06-01T00:00,70.358,11.394,44.537,24.917
EG001,2024-06-01T03:00,55.368,12.794,42.054,22.135
EG001,2024-06-01T06:00,65.178,18.305,64.044,19.607
EG001,2024-06-01T09:00,91.962,6.348,69.024,15.565
EG001,2024-06-01T12:00,99.106,3.975,82.831,16.455
EG001,2024-06-01T15:00,98.212,7.000,84.619,17.349
EG001,2024-06-01T18:00,71.230,24.047,54.481,23.425
EG001,2024-06-01T21:00,73.651,15.465,55.378,28.454
EG001,2024-06-02T00:00,55.989,10.120,52.628,21.115
EG001,2024-06-02T03:00,39.691,13.302,50.321,18.087
